"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"","nets","generates","million","dollars","","","perks","plus","people","playing","court","wasent","wasnt","","star","","care","vaccination","status","","","","","","","","","","","","","","",""
"","trying","think","last","time","","star","player","demanded","trade","winning","team","bensimmons","","","","","","","","","","","","","","","","","","","","","",""
"zach","goes","","season","playoff","success","nike","line","coming","they’ve","waiting","star","chicago","market","since","pooh","signed","adidas","life","","","","","","","","","","","","","","","",""
"masai","done","","basketball","general","really","","measured","","star","","","","","","","","","","","","","","","","","","","","","","","","",""
"always","","asserted","tyler","herro","star","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bulls","star","zach","lavine","lonzo","ball's","","improve","shooting","that’s","part","game","teams","really","going","respect","they’re","going","","head","cracked","like","tonight","","","","","","","","","","","",""
"matter","supportive","philly","fans","give","player","years","","","viewed","problem","simmons","given","every","opportunity","","sixers","uniform","","failed","decided","force","","","entitlement","","","","","","","","","",""
"","","rabbi","like","","star","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","average","dudes","","","star","","defensive","","team","rookie","year","lead","league","steals","","seasons","","just","speak","random","shit","","","likes","","","","","","","","",""
"","","","former","","star","works","","solitary","confinement","prisons","","","","","","","","","","","","","","","","","","","","","","","",""
"","","garbage","ball","travel","time","every","game","look","like","star","game","zero","defense","","","","","","","","","","","","","","","","","","","","",""
"play","ever","happened","","chosen","jordan","ehlo","espn","demand","matthews","mcdavid","mackinnon","grunts","ehlo","wasnt","star","jordan","ehlo","everyone","else","fell","wayside","","","","","","","","","","","","",""
"check","","investor","","hoops","select","prizm","silver","","","purple","rookie","","star","","","","","ebay","","","","","","","","","","","","","","","",""
"","star","jayson","tatum","","","tribute","","made","greatest","rapper","time","inshallah","","","","","","","","","","","","","","","","","","","","","",""
"","","","","ontop","stacked","roster","","history","","just","tell","","going","bonafide","star","","","","","","","","","","","","","","","","","","",""
"","","passer","","scorer","literally","player","since","merger","average","","","seasons","","","season","","star","take","pressure","","","double","teams","consider","tatum","","scorer","also","","","","","",""
"","","there’s","difference","time","great","champion","","call","player","star","aren’t","star","make","team","","superstar","aren’t","champion","","","","","","","","","","","","","","","",""
"rant","alert","adam","silver","","","killing","","","","ticket","watch","game","star","players","play","playoffs","product","last","year","joke","","players","play","games","","","","","","","","","",""
"lakers","","searches","related","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","super","star","talent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"steph","says","lebron","","standard","longevity","","espn","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"better","","stellar","college","recruiting","team","foresight","draft","future","","star","","","","","","","","","","","","","","","","","","","","","","","",""
"scoopb","","know","","pleasing","everyone","thats","like","saying","","full","career","","star","bagboy","retail","worker","walmart","greeter","whats","next","supreme","court","justice","","","","","","","","","","",""
"former","","star","","smith","","first","golf","tourney","","","","","","zavjzsniqs","","","","","","","","","","","","","","","","","","","",""
"star","wars","","","","edition","","","","","","","starwars","","hicetnunc","tezosart","nftartist","","","","","","","","","","","","","","","","","",""
"sixers","star","","simmons","ranked","","best","point","guard","","","","","","yahoo","know","said","whoever","said","totally","damn","stupid","know","","head","ranking","","thug","","","","","","",""
"that’s","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","hahaha","knowledge","","pathetic","pippe","","star","along","side","","","","","brain","","","","","","","","","","","","","","","","","","",""
"rapsreport","","multiple","star","appearances","","","","","medalist","","champion","","hofers","made","hall","quite","","less","","","","","","","","","","","","","","","",""
"","really","","never","seen","team","miss","much","fultz","easily","consensus","nobody","could’ve","predicted","injury","never","occurred","basketball","history","simmons","","star","","","dpoy","player","misses","talking","bout","boss","","","","",""
"","","crazy","","still","somehow","","defense","star","sure","","great","scorer","doesnt","look","score","wish","","still","star","","","","","","","","","","","","","","",""
"","five","basketball","star","jalen","rose","blowing","first","","contract","paid","phone","never","used","","","epycbwqbay","","","hkczfjorjc","","","","","","","","","","","","","","",""
"jofagin","","","saying","specific","","took","never","said","","just","","","watching","game","","","gona","ball","game","","playing","next","star","scorers","times","wont","ball","","want","create","shot","","",""
"","five","basketball","star","jalen","rose","blowing","first","","contract","paid","phone","never","used","","","","","","","","vtkcxtbqhu","","","","","","","","","","","","",""
"hoyeon","jung","squid","game","star","reveals","recent","interview","vogue","korea","lately","","obsessed","","player","lebron","james","just","think","something","world","needs","right","","whenever","watch","goat","lebron","play","mood","changes","better","","",""
